subject,year,location,creator,type,attribution,icon,choice,lat,lng,popup,image,img_src,has_img,on_view,geometry
Kent House,1825,"Lyme, NH",Porter School,mural,Lipman,school,school,43.8080862210289,-72.1574680486522,"<b>Kent House</b><br>Lyme, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQ7UEfZeysAfcnsx3EqJrGaqgY4zlchwEuG2jlmZmV0XYwlQbUXNH-uH-oLC5j5z-lnKos7EtUkw8u_/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vQ7UEfZeysAfcnsx3EqJrGaqgY4zlchwEuG2jlmZmV0XYwlQbUXNH-uH-oLC5j5z-lnKos7EtUkw8u_/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(43.8080862210289, -72.1574680486522)"
Frederick Wagner House,1825,"Lyme, NH",Porter School,mural,Lipman,school,school,43.8083885344924,-72.1452566870485,"<b>Frederick Wagner House</b><br>Lyme, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSJiyt3vLXg1faJuY5GDjq6C-RQdAP4nMlFV5unrJC60Y33AxvAL2FvngkrHpBUxS3XI-A06z9hdpug/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vSJiyt3vLXg1faJuY5GDjq6C-RQdAP4nMlFV5unrJC60Y33AxvAL2FvngkrHpBUxS3XI-A06z9hdpug/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(43.8083885344924, -72.1452566870485)"
Joseph Saunders House,1825,"Mason, NH",Porter School,mural,Lipman,school,school,42.7418143031069,-71.7562628523272,"<b>Joseph Saunders House</b><br>Mason, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=779', width = '300'><br><small>House burned down in 1917.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=779,House burned down in 1917.,no,no,"c(42.7418143031069, -71.7562628523272)"
Jonathan Batchelder House,1825,"Mason, NH",Porter School,mural,Lipman,school,school,42.742732454481,-71.7606222157553,"<b>Jonathan Batchelder House</b><br>Mason, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=778', width = '300'><br><small>Some walls destroyed, some in fair condition.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=778,"Some walls destroyed, some in fair condition.",no,no,"c(42.742732454481, -71.7606222157553)"
Asher Tarbell House,1825,"Mason, NH",Porter School,mural,Lipman,school,school,42.7422463163862,-71.7598138992372,"<b>Asher Tarbell House</b><br>Mason, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vR6p7s0SSVr5tokcG0ZLooR6bSWXo2iHHPl2L9lm0hBaGsvM2WRDRfXJWD3aNuChOA5JOlrCkBdvKcN/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vR6p7s0SSVr5tokcG0ZLooR6bSWXo2iHHPl2L9lm0hBaGsvM2WRDRfXJWD3aNuChOA5JOlrCkBdvKcN/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(42.7422463163862, -71.7598138992372)"
Sargent House,1830,"Merrimac, MA",Porter School,mural,Lipman,school,school,42.8376901412909,-70.9973321408838,"<b>Sargent House</b><br>Merrimac, MA, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=797', width = '300'><br><small>Murals painted over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=797,Murals painted over.,no,no,"c(42.8376901412909, -70.9973321408838)"
Edward Gibbin House,1830,"Merrimacport, MA",Porter School,mural,Lipman,school,school,42.8262116669126,-70.9766818323926,"<b>Edward Gibbin House</b><br>Merrimacport, MA, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=798', width = '300'><br><small>Murals painted or wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=798,Murals painted or wallpapered over.,no,no,"c(42.8262116669126, -70.9766818323926)"
Simon Martson House,1830,"Monmouth, ME",Porter School,mural,Lipman,school,school,44.2381635680042,-70.0411780536145,"<b>Simon Martson House</b><br>Monmouth, ME, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=804', width = '300'><br><small>Murals in very poor condition.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=804,Murals in very poor condition.,no,no,"c(44.2381635680042, -70.0411780536145)"
Gould-Chickering House,1825,"New Ipswich, NH",Porter School,mural,Lipman,school,school,42.736239326806,-71.8912518327106,"<b>Gould-Chickering House</b><br>New Ipswich, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=780', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=780,Wallpapered over.,no,no,"c(42.736239326806, -71.8912518327106)"
Solomon Russell House,1825,"New Ipswich, NH",Porter School,mural,Lipman,school,school,42.7349518190732,-71.8914221270803,"<b>Solomon Russell House</b><br>New Ipswich, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRc-0EN6RgMgYnTTwBQ5qOcKfgHyyoA_WAXpnkNfSM8-h9Ylep9VQOjW88zKP3eTIyG1NxFpOA55OBj/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRc-0EN6RgMgYnTTwBQ5qOcKfgHyyoA_WAXpnkNfSM8-h9Ylep9VQOjW88zKP3eTIyG1NxFpOA55OBj/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(42.7349518190732, -71.8914221270803)"
Gardner Davis House,1825,"New Ipswich, NH",Porter School,mural,Lipman,school,school,42.7372014095376,-71.8721705121014,"<b>Gardner Davis House</b><br>New Ipswich, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTG_ttTlkADcDj7ZHyB6bE_wQ_Sb64PcVQOK6Sv7q3iLWT6k_vWWZP5ZzEVuDFPSqsCsYZU08jS6nmU/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vTG_ttTlkADcDj7ZHyB6bE_wQ_Sb64PcVQOK6Sv7q3iLWT6k_vWWZP5ZzEVuDFPSqsCsYZU08jS6nmU/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(42.7372014095376, -71.8721705121014)"
Harold Kimball House,1825,"North Haverhill, NH",Porter School,mural,Lipman,school,school,44.0838700076738,-72.0245027508561,"<b>Harold Kimball House</b><br>North Haverhill, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=781', width = '300'><br><small>Murals archivally covered with wallboard.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=781,Murals archivally covered with wallboard.,no,no,"c(44.0838700076738, -72.0245027508561)"
Leslie Lackie House,1825,"North Haverhill, NH",Porter School,mural,Lipman,school,school,44.0819928971128,-72.0261765280341,"<b>Leslie Lackie House</b><br>North Haverhill, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=782', width = '300'><br><small>Murals destroyed.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=782,Murals destroyed.,no,no,"c(44.0819928971128, -72.0261765280341)"
Daniel Carr House,1825,"North Haverhill, NH",Porter School,mural,Lipman,school,school,44.0856076323828,-72.0143648239678,"<b>Daniel Carr House</b><br>North Haverhill, NH, circa 1825<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vQMz93gzU8H-0a56RNXAaYX7unjCKHDK39C8f7fgeYav6u6n561LpboDhzFonf4C8aJxMlqvGNbfZfV/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vQMz93gzU8H-0a56RNXAaYX7unjCKHDK39C8f7fgeYav6u6n561LpboDhzFonf4C8aJxMlqvGNbfZfV/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(44.0856076323828, -72.0143648239678)"
Frances Shay Mague House,1835,"North Reading, MA",Porter School,mural,Lipman,school,school,42.578128450977196,-71.0815844554521,"<b>Frances Shay Mague House</b><br>North Reading, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=813', width = '300'><br><small>Image Unavailable</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=813,Image Unavailable,no,no,"c(42.5781284509772, -71.0815844554521)"
House near Route 28,1835,"North Reading, MA",Porter School,mural,Lipman,school,school,42.5787021981386,-71.0739525125285,"<b>House near Route 28</b><br>North Reading, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=814', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=814,Wallpapered over.,no,no,"c(42.5787021981386, -71.0739525125285)"
Damon Tavern,1835,"North Reading, MA",Porter School,mural,Lipman,school,school,42.5766416237924,-71.0784332502134,"<b>Damon Tavern</b><br>North Reading, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSo5iPATL9V1ccW5WiLLUgzg36B4Lww1dVRlxBCjeZf7l6AIwDs3mKd1EO0KRiGUoaVRQEPDJPKvsfV/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vSo5iPATL9V1ccW5WiLLUgzg36B4Lww1dVRlxBCjeZf7l6AIwDs3mKd1EO0KRiGUoaVRQEPDJPKvsfV/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(42.5766416237924, -71.0784332502134)"
Van Heusen Seventeenth-Century Farms,1835,"North Reading, MA",Porter School,mural,Lipman,school,school,42.5764084318817,-71.0920344721632,"<b>Van Heusen Seventeenth-Century Farms</b><br>North Reading, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRFgfu2ty75FVWz0GaKybF-rp4gCP3-G_B03Zrb0unaj9NkFhoHLoCZxhmC0GLNEdEGF-cGGR4UbZcx/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vRFgfu2ty75FVWz0GaKybF-rp4gCP3-G_B03Zrb0unaj9NkFhoHLoCZxhmC0GLNEdEGF-cGGR4UbZcx/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(42.5764084318817, -71.0920344721632)"
Hinckley House,1824,"Orford, NH",Porter School,mural,Lipman,school,school,43.8976981814279,-72.144071122912,"<b>Hinckley House</b><br>Orford, NH, circa 1824<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRNwG3yBX6AYtyeA0n-auyfq9vjVuZWxc8_bQeBISWZuOyDwNv3IHmJXgEdiy9TZpqbcy-9sILksaPD/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRNwG3yBX6AYtyeA0n-auyfq9vjVuZWxc8_bQeBISWZuOyDwNv3IHmJXgEdiy9TZpqbcy-9sILksaPD/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(43.8976981814279, -72.144071122912)"
Ellis Place,1827,"Portland, ME",Porter School,mural,Lipman,school,school,43.6612129415936,-70.2602545623474,"<b>Ellis Place</b><br>Portland, ME, circa 1827<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=783', width = '300'><br><small>House burned down.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=783,House burned down.,no,no,"c(43.6612129415936, -70.2602545623474)"
Deacon John Bailey House,1827,"Portland, ME",Porter School,mural,Lipman,school,school,43.6625935997529,-70.2540807559145,"<b>Deacon John Bailey House</b><br>Portland, ME, circa 1827<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTFJerZe8krrDh6HMnfQ-g2RhxnGNnYOIJPDdY0lj-LdI_YzOSLYPwGkLJATgZdo0GN2KRB-kDhzYdk/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vTFJerZe8krrDh6HMnfQ-g2RhxnGNnYOIJPDdY0lj-LdI_YzOSLYPwGkLJATgZdo0GN2KRB-kDhzYdk/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(43.6625935997529, -70.2540807559145)"
Hezekiah Hutchins House,1840,"Rumford, ME",Jonathan D. Poor,mural,Lipman,jdp,jdp,44.5555148283206,-70.5607452531853,"<b>Hezekiah Hutchins House</b><br>Rumford, ME, circa 1840<br>Attributed to Jonathan D. Poor by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vT17c-keKb15cHciIHudwbgVgkRObLyYAq_vo3-Xc5NVwrH0dpv7vr1q-qZN46OdXGmulg7WM0QQMtA/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vT17c-keKb15cHciIHudwbgVgkRObLyYAq_vo3-Xc5NVwrH0dpv7vr1q-qZN46OdXGmulg7WM0QQMtA/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.5555148283206, -70.5607452531853)"
Ellerton Jette House,1824,"Sebec, ME","Rufus Porter and Moses Eaton, Jr.",mural,Lipman,rp_mural,rp,45.2748761555836,-69.1093400162481,"<b>Ellerton Jette House</b><br>Sebec, ME, circa 1824<br>Attributed to Rufus Porter and Moses Eaton, Jr. by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRCqGdhI9N6ufpXQX0WGHzKBYanLbP-Qw0mnLmFaqvYtrc1HTdL_BRUAyRPKrJPLICjy949rnAwom_A/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vRCqGdhI9N6ufpXQX0WGHzKBYanLbP-Qw0mnLmFaqvYtrc1HTdL_BRUAyRPKrJPLICjy949rnAwom_A/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(45.2748761555836, -69.1093400162481)"
Ingalls House,1830,"South Bridgton, ME",Porter School,mural,Lipman,school,school,43.9934622017491,-70.7194306614643,"<b>Ingalls House</b><br>South Bridgton, ME, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=805', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=805,Wallpapered over.,no,no,"c(43.9934622017491, -70.7194306614643)"
Elwin Chase House,1831,"Topsham, VT",Porter School,mural,Lipman,school,school,44.1251485400488,-72.2677158240829,"<b>Elwin Chase House</b><br>Topsham, VT, circa 1831<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRqdEt7hB-JMV5q-a-Mj0CA2JaBgM2Tyqrwlr8x8rZSjR87UFhWuIQRzm-DjzTLPnrC8V9QqdM1uTZQ/pub?w=960&h=720', width = '300'><br><small><em>Rufus Porter: Rediscovered</em> by Jean Lipman</small>",https://docs.google.com/drawings/d/e/2PACX-1vRqdEt7hB-JMV5q-a-Mj0CA2JaBgM2Tyqrwlr8x8rZSjR87UFhWuIQRzm-DjzTLPnrC8V9QqdM1uTZQ/pub?w=960&h=720,<em>Rufus Porter: Rediscovered</em> by Jean Lipman,yes,no,"c(44.1251485400488, -72.2677158240829)"
Reed Mansion,1830,"Townsend, MA",Porter School,mural,Lipman,school,school,42.6665247678253,-71.6914805098475,"<b>Reed Mansion</b><br>Townsend, MA, circa 1830<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vSVaVJP_7xNqMgY3XnHQ5FGnbllrf48N4dqnEqOHm7MnvH2o7sqZheYZ8_r_GOAIcED9VQSSmMysuyZ/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe <br> Tours available through the <href='https://townsendhistoricalsociety.org/properties/reedhomestead/>Townsend Historical Society</a></small>",https://docs.google.com/drawings/d/e/2PACX-1vSVaVJP_7xNqMgY3XnHQ5FGnbllrf48N4dqnEqOHm7MnvH2o7sqZheYZ8_r_GOAIcED9VQSSmMysuyZ/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe <br> Tours available through the <href='https://townsendhistoricalsociety.org/properties/reedhomestead/>Townsend Historical Society</a>,yes,yes,"c(42.6665247678253, -71.6914805098475)"
Unidentified House,1830,"Turner, ME",Orison Wood,mural,Lipman,other,other,44.2557166276693,-70.249339286893,"<b>Unidentified House</b><br>Turner, ME, circa 1830<br>Attributed to Orison Wood by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=758', width = '300'><br><small>House burned down.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=758,House burned down.,no,no,"c(44.2557166276693, -70.249339286893)"
Captain Leavitt House,1830,"Turner, ME",Orison Wood,mural,Lipman,other,other,44.2538119824342,-70.2677002303635,"<b>Captain Leavitt House</b><br>Turner, ME, circa 1830<br>Attributed to Orison Wood by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vRfoIoV8nru1NI3mNVG4O0vVU_Z__SroZdFbn9A9FIoBfFjObXOaepd1YPAGJIYTX05urXAWqzJPOsH/pub?w=960&h=720', width = '300'><br><small><em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe</small>",https://docs.google.com/drawings/d/e/2PACX-1vRfoIoV8nru1NI3mNVG4O0vVU_Z__SroZdFbn9A9FIoBfFjObXOaepd1YPAGJIYTX05urXAWqzJPOsH/pub?w=960&h=720,<em>Folk Art Murals of the Rufus Porter School </em> by Linda Carter Lefko and Jane E. Radcliffe,yes,no,"c(44.2538119824342, -70.2677002303635)"
Lilly Eaton House,1835,"Wakefield, MA",Porter School,mural,Lipman,school,school,42.5072272588823,-71.0731874214372,"<b>Lilly Eaton House</b><br>Wakefield, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=817', width = '300'><br><small>House demolished in 1913.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=817,House demolished in 1913.,no,no,"c(42.5072272588823, -71.0731874214372)"
Thomas Walton House,1835,"Wakefield, MA",Porter School,mural,Lipman,school,school,42.5031324398964,-71.0849371924859,"<b>Thomas Walton House</b><br>Wakefield, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=818', width = '300'><br><small>Murals destroyed by alterations to house.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=818,Murals destroyed by alterations to house.,no,no,"c(42.5031324398964, -71.0849371924859)"
Franklin Poole House,1835,"Wakefield, MA",Porter School,mural,Lipman,school,school,42.5020642574954,-71.0728949545557,"<b>Franklin Poole House</b><br>Wakefield, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=816', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=816,Wallpapered over.,no,no,"c(42.5020642574954, -71.0728949545557)"
Kenneth Odiorne House,1835,"Wakefield, MA",Porter School,mural,Lipman,school,school,42.5061837296423,-71.071599776664,"<b>Kenneth Odiorne House</b><br>Wakefield, MA, circa 1835<br>Attributed to Porter School by Jean Lipman<br><img src='https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=819', width = '300'><br><small>Wallpapered over.</small>",https://docs.google.com/drawings/d/e/2PACX-1vTSGHpeBFlYPsll27Zcg6DBOB3fhxjXCon1muxTDFVPmjC1evqsR9jDS3D7xqgQ8w_tIJVqXs7kjuFJ/pub?w=960&h=819,Wallpapered over.,no,no,"c(42.5061837296423, -71.071599776664)"
